category_id,title,product_code,qty,price,description,image,image1,image2,image3
19,BA5701,BA5701,1,57736.8,BANGLE 1263RD=25.55 20RUB=0.60 18KR_52.50G,/BA/BA5701/BA5701-1[PNG1].png,/BA/BA5701/BA5701-1[PNG1].png,/BA/BA5701/BA5701-2[PNG].png,/BA/BA5701/BA5701-3[PNG].png
23,BA5702,BA5702,1,58080,BANGLE 782RD=8.45 805PSAP=11.70 18KR_92.00G,/BA/BA5702/BA5702-1[PNG1].png,/BA/BA5702/BA5702-1[PNG1].png,/BA/BA5702/BA5702-2[PNG].png,/BA/BA5702/BA5702-3[PNG].png
14,BA5703,BA5703,1,35904,BANGLE 891RD=12.00 18KY_47.00G,/BA/BA5703/BA5703-1[PNG1].png,/BA/BA5703/BA5703-1[PNG1].png,/BA/BA5703/BA5703-2[PNG].png,/BA/BA5703/BA5703-3[PNG].png
19,BA5704,BA5704,1,57736.8,1263RD=25.55 20RUB=0.60 18KY_52.50G,/BA/BA5704/BA5704-1[PNG1].png,/BA/BA5704/BA5704-1[PNG1].png,/BA/BA5704/BA5704-2[PNG].png,/BA/BA5704/BA5704-3[PNG].png
14,BA5705,BA5705,1,19324.8,BANGLE 583RD=8.20 18KW_13.50G,/BA/BA5705/BA5705-1[PNG1].png,/BA/BA5705/BA5705-1[PNG1].png,/BA/BA5705/BA5705-2[PNG].png,/BA/BA5705/BA5705-3[PNG].png
14,BA5706,BA5706,1,14520,BANGLE 596RD=8.30 18KT_35.00G,/BA/BA5706/BA5706-1[PNG1].png,/BA/BA5706/BA5706-1[PNG1].png,/BA/BA5706/BA5706-2[PNG].png,/BA/BA5706/BA5706-3[PNG].png
14,BA5707,BA5707,1,71808,BANGLE 642RD=18.55 18KR_33.00G,/BA/BA5707/BA5707-1[PNG1].png,/BA/BA5707/BA5707-1[PNG1].png,/BA/BA5707/BA5707-2[PNG].png,/BA/BA5707/BA5707-3[PNG].png
14,BA5708,BA5708,1,52800,BANGLE 642RD=18.55 18KY_33.00G,/BA/BA5708/BA5708-1[PNG1].png,/BA/BA5708/BA5708-1[PNG1].png,/BA/BA5708/BA5708-2[PNG].png,/BA/BA5708/BA5708-3[PNG].png
14,BA5709,BA5709,1,67056,BANGLE 642RD=18.55 18KW_33.00G,/BA/BA5709/BA5709-1[PNG1].png,/BA/BA5709/BA5709-1[PNG1].png,/BA/BA5709/BA5709-2[PNG].png,/BA/BA5709/BA5709-3[PNG].png
14,BA5710,BA5710,1,30624,BANGLE 582RD=4.50 18KT_58.50G (3PCS),/BA/BA5710/BA5710-1[PNG1].png,/BA/BA5710/BA5710-1[PNG1].png,/BA/BA5710/BA5710-2[PNG].png,/BA/BA5710/BA5710-3[PNG].png
14,BA5711,BA5711,1,67584,BANGLE 1558RD=19.70 18KW_62.50G,/BA/BA5711/BA5711-1[PNG1].png,/BA/BA5711/BA5711-1[PNG1].png,/BA/BA5711/BA5711-2[PNG].png,/BA/BA5711/BA5711-3[PNG].png
14,BA5712,BA5712,1,30624,BANGLE 228RD=5.45 18KW_51.00G,/BA/BA5712/BA5712-1[PNG1].png,/BA/BA5712/BA5712-1[PNG1].png,/BA/BA5712/BA5712-2[PNG].png,/BA/BA5712/BA5712-3[PNG].png
19,BA5713,BA5713,1,50688,BANGLE 382RD=6.15 1106SAP=26.25 18KW_77.50G,/BA/BA5713/BA5713-1[PNG1].png,/BA/BA5713/BA5713-1[PNG1].png,/BA/BA5713/BA5713-2[PNG].png,/BA/BA5713/BA5713-3[PNG].png
24,BA5714,BA5714,1,147840,BANGLE 2411RD=36.85 95RUB=2.05 455MSAP=10.2 18KW_193,/BA/BA5714/BA5714-1[PNG1].png,/BA/BA5714/BA5714-1[PNG1].png,/BA/BA5714/BA5714-2[PNG].png,/BA/BA5714/BA5714-3[PNG].png
14,BA5715,BA5715,1,105600,BANGLE 1750RD=31.60 18KW_92.00G,/BA/BA5715/BA5715-1[PNG1].png,/BA/BA5715/BA5715-1[PNG1].png,/BA/BA5715/BA5715-2[PNG].png,/BA/BA5715/BA5715-3[PNG].png
14,BA5716,BA5716,1,22503.36,BANGLE 732RD=10.90 18KW_43.50G,/BA/BA5716/BA5716-1[PNG1].png,/BA/BA5716/BA5716-1[PNG1].png,/BA/BA5716/BA5716-2[PNG].png,/BA/BA5716/BA5716-3[PNG].png
14,BA5717,BA5717,1,9662.4,BANGLE 419RD=4.10 18KW_18.00G,/BA/BA5717/BA5717-1[PNG1].png,/BA/BA5717/BA5717-1[PNG1].png,/BA/BA5717/BA5717-2[PNG].png,/BA/BA5717/BA5717-3[PNG].png
14,BA5718,BA5718,1,51142.08,BANGLE 357RD=10.25 18KW_58.50G,/BA/BA5718/BA5718-1[PNG1].png,/BA/BA5718/BA5718-1[PNG1].png,/BA/BA5718/BA5718-2[PNG].png,/BA/BA5718/BA5718-3[PNG].png
14,BA5719,BA5719,1,34584,BANGLE 315RD=8.40 18KT_21.50G,/BA/BA5719/BA5719-1[PNG1].png,/BA/BA5719/BA5719-1[PNG1].png,/BA/BA5719/BA5719-2[PNG].png,/BA/BA5719/BA5719-3[PNG].png
14,BA5721,BA5721,1,35376,BANGLE 228RD=5.45 18KR_51.00G,/BA/BA5721/BA5721-1[PNG1].png,/BA/BA5721/BA5721-1[PNG1].png,/BA/BA5721/BA5721-2[PNG].png,/BA/BA5721/BA5721-3[PNG].png
14,BA5722,BA5722,1,18532.8,BANGLE 315RD=8.75 18KW_22.00G,/BA/BA5722/BA5722-1[PNG1].png,/BA/BA5722/BA5722-1[PNG1].png,/BA/BA5722/BA5722-2[PNG].png,/BA/BA5722/BA5722-3[PNG].png
21,BA5723,BA5723,1,54912,200RD=2.55 546SAP=38.45 18KW_54.50G,/BA/BA5723/BA5723-1[PNG1].png,/BA/BA5723/BA5723-1[PNG1].png,/BA/BA5723/BA5723-2[PNG].png,/BA/BA5723/BA5723-3[PNG].png
14,BA5724,BA5724,1,40128,BANGLE 816RD=11.30 18KY_40.00G,/BA/BA5724/BA5724-1[PNG1].png,/BA/BA5724/BA5724-1[PNG1].png,/BA/BA5724/BA5724-2[PNG].png,/BA/BA5724/BA5724-3[PNG].png
23,BA5725,BA5725,1,6864,BANGLE 180RD=0.52 56MSAP=4.14 14KW_19.25G,/BA/BA5725/BA5725-1[PNG1].png,/BA/BA5725/BA5725-1[PNG1].png,/BA/BA5725/BA5725-2[PNG].png,/BA/BA5725/BA5725-3[PNG].png
23,BA5726,BA5726,1,18480,BANGLE 642YSAP=22.40 18KY_33.00G,/BA/BA5726/BA5726-1[PNG1].png,/BA/BA5726/BA5726-1[PNG1].png,/BA/BA5726/BA5726-2[PNG].png,/BA/BA5726/BA5726-3[PNG].png
21,BA5727,BA5727,1,18480,BANGLE 642SAP=24.25 18KW_33.00G,/BA/BA5727/BA5727-1[PNG1].png,/BA/BA5727/BA5727-1[PNG1].png,/BA/BA5727/BA5727-2[PNG].png,/BA/BA5727/BA5727-3[PNG].png
14,BA5728,BA5728,1,29990.4,BANGLE 614RD=19.55 18KW_31.00G,/BA/BA5728/BA5728-1[PNG1].png,/BA/BA5728/BA5728-1[PNG1].png,/BA/BA5728/BA5728-2[PNG].png,/BA/BA5728/BA5728-3[PNG].png
21,BA5729,BA5729,1,52905.6,BANGLE 382RD=6.35 1106SAP=26.80 18KY_77.50G,/BA/BA5729/BA5729-1[PNG1].png,/BA/BA5729/BA5729-1[PNG1].png,/BA/BA5729/BA5729-2[PNG].png,/BA/BA5729/BA5729-3[PNG].png
14,BA5730,BA5730,1,30412.8,BANGLE 522RD=9.40 18KT_43.50G,/BA/BA5730/BA5730-1[PNG1].png,/BA/BA5730/BA5730-1[PNG1].png,/BA/BA5730/BA5730-2[PNG].png,/BA/BA5730/BA5730-3[PNG].png
14,BA5731,BA5731,1,116424,BANGLE 2555RD=42.15 18KW_154.50G,/BA/BA5731/BA5731-1[PNG1].png,/BA/BA5731/BA5731-1[PNG1].png,/BA/BA5731/BA5731-2[PNG].png,/BA/BA5731/BA5731-3[PNG].png
14,BA5732,BA5732,1,55440,BANGLE 687RD=10.10 18KY_87.00G,/BA/BA5732/BA5732-1[PNG1].png,/BA/BA5732/BA5732-1[PNG1].png,/BA/BA5732/BA5732-2[PNG].png,/BA/BA5732/BA5732-3[PNG].png
14,BA5733,BA5733,1,76560,BANGLE 1558RD=19.70 18KW_62.50G,/BA/BA5733/BA5733-1[PNG1].png,/BA/BA5733/BA5733-1[PNG1].png,/BA/BA5733/BA5733-2[PNG].png,/BA/BA5733/BA5733-3[PNG].png
14,BA5734,BA5734,1,10032,BANGLE 139RD=2.65 18KR_9.50G,/BA/BA5734/BA5734-1[PNG1].png,/BA/BA5734/BA5734-1[PNG1].png,/BA/BA5734/BA5734-2[PNG].png,/BA/BA5734/BA5734-3[PNG].png
24,BA5735,BA5735,1,7603.2,BANGLE 583GAR=7.90 18KW_13.50G,/BA/BA5735/BA5735-1[PNG1].png,/BA/BA5735/BA5735-1[PNG1].png,/BA/BA5735/BA5735-2[PNG].png,/BA/BA5735/BA5735-3[PNG].png
21,BA5736,BA5736,1,7603.2,BANGLE 583SAP=9.50 18KR_13.00G,/BA/BA5736/BA5736-1[PNG1].png,/BA/BA5736/BA5736-1[PNG1].png,/BA/BA5736/BA5736-2[PNG].png,/BA/BA5736/BA5736-3[PNG].png
14,BA5737,BA5737,1,22176,BANGLE 583RD=8.20 18KW_13.50G,/BA/BA5737/BA5737-1[PNG1].png,/BA/BA5737/BA5737-1[PNG1].png,/BA/BA5737/BA5737-2[PNG].png,/BA/BA5737/BA5737-3[PNG].png
14,BA5738,BA5738,1,22176,BANGLE 583RD=8.20 18KY_13.50G,/BA/BA5738/BA5738-1[PNG1].png,/BA/BA5738/BA5738-1[PNG1].png,/BA/BA5738/BA5738-2[PNG].png,/BA/BA5738/BA5738-3[PNG].png
14,BA5739,BA5739,1,6336,BANGLE 139RD=3.15 18KW_9.50G,/BA/BA5739/BA5739-1[PNG1].png,/BA/BA5739/BA5739-1[PNG1].png,/BA/BA5739/BA5739-2[PNG].png,/BA/BA5739/BA5739-3[PNG].png
14,BA5740,BA5740,1,46464,BANGLE 690RD=8.75 18KT_51.00G,/BA/BA5740/BA5740-1[PNG1].png,/BA/BA5740/BA5740-1[PNG1].png,/BA/BA5740/BA5740-2[PNG].png,/BA/BA5740/BA5740-3[PNG].png
21,BA5741,BA5741,1,41104.8,BANGLE 690RD=8.95 1380SAP=21.65 18KT_45.00G,/BA/BA5741/BA5741-1[PNG1].png,/BA/BA5741/BA5741-1[PNG1].png,/BA/BA5741/BA5741-2[PNG].png,/BA/BA5741/BA5741-3[PNG].png
14,BA5742,BA5742,1,35164.8,BANGLE 489RD=8.60 18KT_38.50G,/BA/BA5742/BA5742-1[PNG1].png,/BA/BA5742/BA5742-1[PNG1].png,/BA/BA5742/BA5742-2[PNG].png,/BA/BA5742/BA5742-3[PNG].png
14,BA5743,BA5743,1,32736,BANGLE 379RD=5.35 18KT_46.50G,/BA/BA5743/BA5743-1[PNG1].png,/BA/BA5743/BA5743-1[PNG1].png,/BA/BA5743/BA5743-2[PNG].png,/BA/BA5743/BA5743-3[PNG].png
21,BA5744,BA5744,1,16156.8,BANGLE 642SAP=20.70 18KR_33.00G,/BA/BA5744/BA5744-1[PNG1].png,/BA/BA5744/BA5744-1[PNG1].png,/BA/BA5744/BA5744-2[PNG].png,/BA/BA5744/BA5744-3[PNG].png
14,BA5745,BA5745,1,84480,BANGLE 1215RD=22.10 18KW_58.50G,/BA/BA5745/BA5745-1[PNG1].png,/BA/BA5745/BA5745-1[PNG1].png,/BA/BA5745/BA5745-2[PNG].png,/BA/BA5745/BA5745-3[PNG].png
14,BA5746,BA5746,1,54384,BANGLE 687RD=10.10 18KT_87.00G,/BA/BA5746/BA5746-1[PNG1].png,/BA/BA5746/BA5746-1[PNG1].png,/BA/BA5746/BA5746-2[PNG].png,/BA/BA5746/BA5746-3[PNG].png
14,BA5747,BA5747,1,121440,BANGLE 1144RD=27.25 18KW_103.50G,/BA/BA5747/BA5747-1[PNG1].png,/BA/BA5747/BA5747-1[PNG1].png,/BA/BA5747/BA5747-2[PNG].png,/BA/BA5747/BA5747-3[PNG].png
14,BA5748,BA5748,1,95040,BANGLE 1144RD=27.25 18KY_103.50G,/BA/BA5748/BA5748-1[PNG1].png,/BA/BA5748/BA5748-1[PNG1].png,/BA/BA5748/BA5748-2[PNG].png,/BA/BA5748/BA5748-3[PNG].png
14,BA5749,BA5749,1,99264,BANGLE 1144RD=27.25 18KR_103.50G,/BA/BA5749/BA5749-1[PNG1].png,/BA/BA5749/BA5749-1[PNG1].png,/BA/BA5749/BA5749-2[PNG].png,/BA/BA5749/BA5749-3[PNG].png
14,BA5750,BA5750,1,79200,BANGLE 1107RD=29.95 18KY_79.50G,/BA/BA5750/BA5750-1[PNG1].png,/BA/BA5750/BA5750-1[PNG1].png,/BA/BA5750/BA5750-2[PNG].png,/BA/BA5750/BA5750-3[PNG].png
14,BA5751,BA5751,1,81840,BANGLE 1107RD=29.95 18KR_79.50G,/BA/BA5751/BA5751-1[PNG1].png,/BA/BA5751/BA5751-1[PNG1].png,/BA/BA5751/BA5751-2[PNG].png,/BA/BA5751/BA5751-3[PNG].png
24,BA5752,BA5752,1,63360,BANGLE 2129RD=10.74 12STOP=95.04 18KR_92.00G,/BA/BA5752/BA5752-1[PNG1].png,/BA/BA5752/BA5752-1[PNG1].png,/BA/BA5752/BA5752-2[PNG].png,/BA/BA5752/BA5752-3[PNG].png
24,BA5753,BA5753,1,79200,BANGLE 2689RD=14.50 4STOP=72.50 18KR_98.84G,/BA/BA5753/BA5753-1[PNG1].png,/BA/BA5753/BA5753-1[PNG1].png,/BA/BA5753/BA5753-2[PNG].png,/BA/BA5753/BA5753-3[PNG].png
14,BA5754,BA5754,1,66000,BANGLE 843RD=22.20 18KT_30.00G (3PCS),/BA/BA5754/BA5754-1[PNG1].png,/BA/BA5754/BA5754-1[PNG1].png,/BA/BA5754/BA5754-2[PNG].png,/BA/BA5754/BA5754-3[PNG].png
14,BA5755,BA5755,1,29040,BANGLE 417RD=7.95 18KT_28.50G (3PCS),/BA/BA5755/BA5755-1[PNG1].png,/BA/BA5755/BA5755-1[PNG1].png,/BA/BA5755/BA5755-2[PNG].png,/BA/BA5755/BA5755-3[PNG].png
14,BA5756,BA5756,1,13728,BANGLE 400RD=4.10 18KW_23.00G,/BA/BA5756/BA5756-1[PNG1].png,/BA/BA5756/BA5756-1[PNG1].png,/BA/BA5756/BA5756-2[PNG].png,/BA/BA5756/BA5756-3[PNG].png
14,BA5757,BA5757,1,10560,BANGLE 203RD=3.55 18KW_16.00G,/BA/BA5757/BA5757-1[PNG1].png,/BA/BA5757/BA5757-1[PNG1].png,/BA/BA5757/BA5757-2[PNG].png,/BA/BA5757/BA5757-3[PNG].png
21,BA5758,BA5758,1,50160,BANGLE 1255RD=13.95 90PSAP=4.30 18KR_62.00G,/BA/BA5758/BA5758-1[PNG1].png,/BA/BA5758/BA5758-1[PNG1].png,/BA/BA5758/BA5758-2[PNG].png,/BA/BA5758/BA5758-3[PNG].png
14,BA5759,BA5759,1,7920,BANGLE 2.65RD 18KY_10.00G,/BA/BA5759/BA5759-1[PNG1].png,/BA/BA5759/BA5759-1[PNG1].png,/BA/BA5759/BA5759-2[PNG].png,/BA/BA5759/BA5759-3[PNG].png
14,BA5760,BA5760,1,84480,BANGLE 1215RD=22.10 18KY_58.50G,/BA/BA5760/BA5760-1[PNG1].png,/BA/BA5760/BA5760-1[PNG1].png,/BA/BA5760/BA5760-2[PNG].png,/BA/BA5760/BA5760-3[PNG].png
14,BA5761,BA5761,1,89760,BANGLE 1215RD=22.10 18KR_58.50G,/BA/BA5761/BA5761-1[PNG1].png,/BA/BA5761/BA5761-1[PNG1].png,/BA/BA5761/BA5761-2[PNG].png,/BA/BA5761/BA5761-3[PNG].png
21,BA5762,BA5762,1,35904,BANGLE 388RD=7.40 309SAP=7.30 18KW_42.00G,/BA/BA5762/BA5762-1[PNG1].png,/BA/BA5762/BA5762-1[PNG1].png,/BA/BA5762/BA5762-2[PNG].png,/BA/BA5762/BA5762-3[PNG].png
19,BA5763,BA5763,1,35904,BANGLE 388RD=7.40 310RUB=7.30 18KW_42.00G,/BA/BA5763/BA5763-1[PNG1].png,/BA/BA5763/BA5763-1[PNG1].png,/BA/BA5763/BA5763-2[PNG].png,/BA/BA5763/BA5763-3[PNG].png
14,BA5764,BA5764,1,18480,BANGLE 90RD=2.85 18KY_23.50G,/BA/BA5764/BA5764-1[PNG1].png,/BA/BA5764/BA5764-1[PNG1].png,/BA/BA5764/BA5764-2[PNG].png,/BA/BA5764/BA5764-3[PNG].png
14,BA5765,BA5765,1,20064,BANGLE 90RD=2.85 18KR_23.50G,/BA/BA5765/BA5765-1[PNG1].png,/BA/BA5765/BA5765-1[PNG1].png,/BA/BA5765/BA5765-2[PNG].png,/BA/BA5765/BA5765-3[PNG].png
14,BA5766,BA5766,1,19008,BANGLE 90RD=2.85 18KW_23.50G,/BA/BA5766/BA5766-1[PNG1].png,/BA/BA5766/BA5766-1[PNG1].png,/BA/BA5766/BA5766-2[PNG].png,/BA/BA5766/BA5766-3[PNG].png
24,BA5767,BA5767,1,60720,BANGLE 801RD=11.60 47TOU=29.80 18KR_81.00G,/BA/BA5767/BA5767-1[PNG1].png,/BA/BA5767/BA5767-1[PNG1].png,/BA/BA5767/BA5767-2[PNG].png,/BA/BA5767/BA5767-3[PNG].png
14,BA5768,BA5768,1,8448,BANGLE 194RD=1.50 18KW_20.00G,/BA/BA5768/BA5768-1[PNG1].png,/BA/BA5768/BA5768-1[PNG1].png,/BA/BA5768/BA5768-2[PNG].png,/BA/BA5768/BA5768-3[PNG].png
14,BA5769,BA5769,1,8976,BANGLE 194RD=1.50 18KY_20.00G,/BA/BA5769/BA5769-1[PNG1].png,/BA/BA5769/BA5769-1[PNG1].png,/BA/BA5769/BA5769-2[PNG].png,/BA/BA5769/BA5769-3[PNG].png
14,BA5770,BA5770,1,9504,BANGLE 194RD=1.50 18KR_20.00G,/BA/BA5770/BA5770-1[PNG1].png,/BA/BA5770/BA5770-1[PNG1].png,/BA/BA5770/BA5770-2[PNG].png,/BA/BA5770/BA5770-3[PNG].png
14,BA5771,BA5771,1,15840,BANGLE 365RD=4.75 18KW_16.00G,/BA/BA5771/BA5771-1[PNG1].png,/BA/BA5771/BA5771-1[PNG1].png,/BA/BA5771/BA5771-2[PNG].png,/BA/BA5771/BA5771-3[PNG].png
14,BA5772,BA5772,1,15840,BANGLE 365RD=4.75 18KY_16.00G,/BA/BA5772/BA5772-1[PNG1].png,/BA/BA5772/BA5772-1[PNG1].png,/BA/BA5772/BA5772-2[PNG].png,/BA/BA5772/BA5772-3[PNG].png
14,BA5773,BA5773,1,18480,BANGLE 365RD=4.75 18KR_16.00G,/BA/BA5773/BA5773-1[PNG1].png,/BA/BA5773/BA5773-1[PNG1].png,/BA/BA5773/BA5773-2[PNG].png,/BA/BA5773/BA5773-3[PNG].png
14,BA5774,BA5774,1,13200,BANGLE 405RD=3.25 18KY_22.50G,/BA/BA5774/BA5774-1[PNG1].png,/BA/BA5774/BA5774-1[PNG1].png,/BA/BA5774/BA5774-2[PNG].png,/BA/BA5774/BA5774-3[PNG].png
14,BA5775,BA5775,1,15840,BANGLE 405RD=3.25 18KR_22.50G,/BA/BA5775/BA5775-1[PNG1].png,/BA/BA5775/BA5775-1[PNG1].png,/BA/BA5775/BA5775-2[PNG].png,/BA/BA5775/BA5775-3[PNG].png
14,BA5776,BA5776,1,7392,BANGLE 298RD=4.15 18KY_17.50G,/BA/BA5776/BA5776-1[PNG1].png,/BA/BA5776/BA5776-1[PNG1].png,/BA/BA5776/BA5776-2[PNG].png,/BA/BA5776/BA5776-3[PNG].png
14,BA5777,BA5777,1,10032,BANGLE 299RD=4.15 18KR_17.50G,/BA/BA5777/BA5777-1[PNG1].png,/BA/BA5777/BA5777-1[PNG1].png,/BA/BA5777/BA5777-2[PNG].png,/BA/BA5777/BA5777-3[PNG].png
14,BA5778,BA5778,1,9504,BANGLE 139RD=2.65 18KW_9.50G,/BA/BA5778/BA5778-1[PNG1].png,/BA/BA5778/BA5778-1[PNG1].png,/BA/BA5778/BA5778-2[PNG].png,/BA/BA5778/BA5778-3[PNG].png
14,BA5779,BA5779,1,9504,BANGLE 139RD=2.65 18KY_9.50G,/BA/BA5779/BA5779-1[PNG1].png,/BA/BA5779/BA5779-1[PNG1].png,/BA/BA5779/BA5779-2[PNG].png,/BA/BA5779/BA5779-3[PNG].png
14,BA5780,BA5780,1,10560,BANGLE 347RD=3.80 18KW_9.50G,/BA/BA5780/BA5780-1[PNG1].png,/BA/BA5780/BA5780-1[PNG1].png,/BA/BA5780/BA5780-2[PNG].png,/BA/BA5780/BA5780-3[PNG].png
14,BA5781,BA5781,1,10560,BANGLE 347RD=3.80 18KY_3.80G,/BA/BA5781/BA5781-1[PNG1].png,/BA/BA5781/BA5781-1[PNG1].png,/BA/BA5781/BA5781-2[PNG].png,/BA/BA5781/BA5781-3[PNG].png
14,BA5782,BA5782,1,18480,BANGLE 281RD=7.40 18KW_10.00G,/BA/BA5782/BA5782-1[PNG1].png,/BA/BA5782/BA5782-1[PNG1].png,/BA/BA5782/BA5782-2[PNG].png,/BA/BA5782/BA5782-3[PNG].png
14,BA5783,BA5783,1,18480,BANGLE 281RD=7.40 18KY_10.00G,/BA/BA5783/BA5783-1[PNG1].png,/BA/BA5783/BA5783-1[PNG1].png,/BA/BA5783/BA5783-2[PNG].png,/BA/BA5783/BA5783-3[PNG].png
14,BA5784,BA5784,1,21120,BANGLE 281RD=7.40 18KR_10.00G,/BA/BA5784/BA5784-1[PNG1].png,/BA/BA5784/BA5784-1[PNG1].png,/BA/BA5784/BA5784-2[PNG].png,/BA/BA5784/BA5784-3[PNG].png
14,BA5785,BA5785,1,71280,BANGLE 889RD=15.45 18KW_84.50G,/BA/BA5785/BA5785-1[PNG1].png,/BA/BA5785/BA5785-1[PNG1].png,/BA/BA5785/BA5785-2[PNG].png,/BA/BA5785/BA5785-3[PNG].png
14,BA5786,BA5786,1,92400,BANGLE 666RD=16.20 18KW_93.50G,/BA/BA5786/BA5786-1[PNG1].png,/BA/BA5786/BA5786-1[PNG1].png,/BA/BA5786/BA5786-2[PNG].png,/BA/BA5786/BA5786-3[PNG].png
14,BA5787,BA5787,1,36696,BANGLE 121RD=1.19 140PR=5.31 18KW_34.00G,/BA/BA5787/BA5787-1[PNG1].png,/BA/BA5787/BA5787-1[PNG1].png,/BA/BA5787/BA5787-2[PNG].png,/BA/BA5787/BA5787-3[PNG].png
14,BA5788,BA5788,1,32736,BANGLE 642RD=20.00 18KY_33.00G,/BA/BA5788/BA5788-1[PNG1].png,/BA/BA5788/BA5788-1[PNG1].png,/BA/BA5788/BA5788-2[PNG].png,/BA/BA5788/BA5788-3[PNG].png
19,BA5789,BA5789,1,54912,BANGLE 200RD=2.55 611RUB=38.45 18KW_54.50G,/BA/BA5789/BA5789-1[PNG1].png,/BA/BA5789/BA5789-1[PNG1].png,/BA/BA5789/BA5789-2[PNG].png,/BA/BA5789/BA5789-3[PNG].png
15,BA5790,BA5790,1,36960,BANGLE 190RD=2.54 142BQ=2.46 246RUB=11.65 18KW_36.00G,/BA/BA5790/BA5790-1[PNG1].png,/BA/BA5790/BA5790-1[PNG1].png,/BA/BA5790/BA5790-2[PNG].png,/BA/BA5790/BA5790-3[PNG].png
23,BA5791,BA5791,1,63360,BANGLE 836RD=6.50 621YSAP=35.70 18KW_79.00G,/BA/BA5791/BA5791-1[PNG1].png,/BA/BA5791/BA5791-1[PNG1].png,/BA/BA5791/BA5791-2[PNG].png,/BA/BA5791/BA5791-3[PNG].png
19,BA5792,BA5792,1,53856,BANGLE 454RD=6.90 266RUB=17.15 18KW_41.50G,/BA/BA5792/BA5792-1[PNG1].png,/BA/BA5792/BA5792-1[PNG1].png,/BA/BA5792/BA5792-2[PNG].png,/BA/BA5792/BA5792-3[PNG].png
14,BA5793,BA5793,1,41184,BANGLE 777RD=15.75 18KW_55.00G,/BA/BA5793/BA5793-1[PNG1].png,/BA/BA5793/BA5793-1[PNG1].png,/BA/BA5793/BA5793-2[PNG].png,/BA/BA5793/BA5793-3[PNG].png
15,BA5794,BA5794,1,15444,BANGLE 270RD=1.20 50BQ=1.70 18KY_21.50G,/BA/BA5794/BA5794-1[PNG1].png,/BA/BA5794/BA5794-1[PNG1].png,/BA/BA5794/BA5794-2[PNG].png,/BA/BA5794/BA5794-3[PNG].png
19,BA5795,BA5795,1,53856,BANGLE 200RD=2.55 544RUB=38.45 18KR_54.50G,/BA/BA5795/BA5795-1[PNG1].png,/BA/BA5795/BA5795-1[PNG1].png,/BA/BA5795/BA5795-2[PNG].png,/BA/BA5795/BA5795-3[PNG].png
14,BA5796,BA5796,1,92400,BANGLE 666RD=16.20 18KY_93.50G,/BA/BA5796/BA5796-1[PNG1].png,/BA/BA5796/BA5796-1[PNG1].png,/BA/BA5796/BA5796-2[PNG].png,/BA/BA5796/BA5796-3[PNG].png
23,BA5797,BA5797,1,192720,BANGLE 2180RD=49.10 210RUB=7.10 430SAP=9.50 18KW_150.5,/BA/BA5797/BA5797-1[PNG1].png,/BA/BA5797/BA5797-1[PNG1].png,/BA/BA5797/BA5797-2[PNG].png,/BA/BA5797/BA5797-3[PNG].png
24,BA5798,BA5798,1,10032,BANGLE 116RD=2.55 1STR=58.00 18KW_7.00G,/BA/BA5798/BA5798-1[PNG1].png,/BA/BA5798/BA5798-1[PNG1].png,/BA/BA5798/BA5798-2[PNG].png,/BA/BA5798/BA5798-3[PNG].png
24,BA5799,BA5799,1,3696,BANGLE 16RD=0.08 1STR=81.00 18KW_5.00G,/BA/BA5799/BA5799-1[PNG1].png,/BA/BA5799/BA5799-1[PNG1].png,/BA/BA5799/BA5799-2[PNG].png,/BA/BA5799/BA5799-3[PNG].png
24,BA5800,BA5800,1,13200,BANGLE 134RD=3.50 1AGT=75.00 18KW_8.50G,/BA/BA5800/BA5800-1[PNG1].png,/BA/BA5800/BA5800-1[PNG1].png,/BA/BA5800/BA5800-2[PNG].png,/BA/BA5800/BA5800-3[PNG].png
14,BA5801,BA5801,1,71280,BANGLE 886RD=9.80 18KT_84.50G,/BA/BA5801/BA5801-1[PNG1].png,/BA/BA5801/BA5801-1[PNG1].png,/BA/BA5801/BA5801-2[PNG].png,/BA/BA5801/BA5801-3[PNG].png
23,BA5802,BA5802,1,78672,BANGLE 396RD=2.80 181RUB=11.15 341SAP=14.60 18KW_93.00,/BA/BA5802/BA5802-1[PNG1].png,/BA/BA5802/BA5802-1[PNG1].png,/BA/BA5802/BA5802-2[PNG].png,/BA/BA5802/BA5802-3[PNG].png
14,BA5803,BA5803,1,85008,BANGLE 889RD=15.45 18KY_93.50G,/BA/BA5803/BA5803-1[PNG1].png,/BA/BA5803/BA5803-1[PNG1].png,/BA/BA5803/BA5803-2[PNG].png,/BA/BA5803/BA5803-3[PNG].png
14,BA5804,BA5804,1,45408,BANGLE 755RD=17.00 18KY_40.00G,/BA/BA5804/BA5804-1[PNG1].png,/BA/BA5804/BA5804-1[PNG1].png,/BA/BA5804/BA5804-2[PNG].png,/BA/BA5804/BA5804-3[PNG].png
24,BA5805,BA5805,1,59400,BANGLE 673RD=12.80 1AGA 18KY_53.00G,/BA/BA5805/BA5805-1[PNG1].png,/BA/BA5805/BA5805-1[PNG1].png,/BA/BA5805/BA5805-2[PNG].png,/BA/BA5805/BA5805-3[PNG].png
